reviewId,rating,reviewHeadline,reviewContent,reviewDate
Intex Aqua Power Plus,1 stars,Please Do Not Buy This Phone. Intex is FOOLING.,Bad Body Ugly Sound. Headphones like one you can find for Rs. 15-35 on roadside. Screen doesn't have Gorilla Glass. Screen broke whn I was sitting and phn was in frnt pokt of my Dnm. Battery is not at all 4000. Exhausts in half day. Chrgr and Cabl are wrst. Got damaged in few mnths Service center pathetic. took about a month to replace screen. replaced my champaign color screen with white. Speakers are not working now and mouthpiece of the phone is also not working. Pros good power saving feature. Available in almost all phones now. call record feature is good. But now available in almost all phones I don&#39;t remember if it hung. But I never played games on it. Cons Pathetic Battery Pathetic Screen Pathetic Speakers Pathetic Accessories. 0 users found this review helpful helpful?,"20 Feb 2016,"
Intex Aqua Power Plus,3 stars,issues,Mobile is good but tell how to handle heating issue while using internet 0 users found this review helpful helpful?,"27 Jan 2016,"
Intex Aqua Power Plus,1 stars,Buy only to get Worst after sale service,"Initially you find it as a good phone, in just 2 months problem starts cropping up, when you give it to service center they forward it to factory, and then your real struggle for getting your phone back starts. It takes atleast atleast 2 - 3 months to get the phone and that too a replacement of lower value phone. Ultimately what you think a economical phone is no more remain economical. They are using this trick to cheat customers. I am very disappointed with Intex Service Center. I am giving 1 star, because there is nothing lower than that. 31 users found this review helpful helpful?","21 Jun 2015,"
Aiek M5,5 stars,Five Stars,I am happy with this product Very attractive 10 users found this review helpful helpful?,"13 May 2016,"
Aiek M5,1 stars,Poor proformance,Worst product at this price group . after 8 to 10 min talk battery totally drain up. 10 users found this review helpful helpful?,"10 Apr 2016,"
Aiek M5,5 stars,Owsom Connect with other device via Bluetooth for pickup the ...,Owsom Connect with other device via Bluetooth for pickup the other phone 10 users found this review helpful helpful?,"25 Jan 2016,"
Aiek M5,5 stars,Five Stars,Is the phone have vibration option or not? 8 users found this review helpful helpful?,"29 Apr 2016,"
Aiek M5,1 stars,Cheap phone with Worst battery backup,It is Not AIEK product. It is a cheap phone and has a sticker on it's back with brand name AEKU. No brand name is inscribed on phone body. Worst part is it's battery that drains completely in just 20 hours in standby mode. 7 users found this review helpful helpful?,"22 May 2015,"
Cheers C33,1 stars,Bad Phone,This Phone is very bad quality bad camera bad processing system and its too hot when we use it.. I suggest you do not buy this phone 1 users found this review helpful helpful?,"26 May 2015,"
Cheers C33,5 stars,suppb,PhPhone 0 users found this review helpful helpful?,"23 Jun 2015,"
Philips E160,5 stars,Best feature phone i have used.,"Simple phone with good features. Looks good and solid with a large Screen. All menu items can be seen in one screen. Phone is also bigger than other phones with similar features and sound clarity is better than all other phones i have used.Charger is same as smartphone charger. Nothing much to expect from a camera in a basic phone. When i purchased this phone there were no reviews, but having faith in Philips products , i went ahead and purchased it. I am happy that Philips lived up to their reputation. There maybe some cons but since it is just 2 days since i have purchased it , i have not yet found any. Amazon price is slightly higher than others. ( I have not purchased this from Amazon ). 3 users found this review helpful helpful?","13 Jul 2015,"
Philips E160,4 stars,Four Stars,Good 1 users found this review helpful helpful?,"03 May 2016,"
Philips E160,5 stars,Worth the price,"Good delivery by amazon - ordered on 14-02-2016 and got it on 16-02-2016. The phone is exactly as described and perfect in its looks and ease of use. I saw in some reviews that this phone does not have bluetooth. - NO- THIS PHONE HAS BLUETOOTH. I even came to see that someone wrote this mobile does not allow usb connection to computer - NO- THIS PHONE CONNECTS TO PC LIKE A CHARM. This phone also comes with call recorder option which you have to set in settings - Our voice is a bit lower than recipients voice - No worries - Works well. Camera, Music Player and video player are not good - BUT WHO CARES FOR THOSE IN BUDGET PHONES. Battery is the biggest asset for the mobile - 1600 MAH does not disappoint. Call Quality is exceptional - Good signal reception - I checked it in my cellar parking area and 5 stars for signal reception. Phone book capacity is limited - 500 contacts only - Look for that for those who have more contacts like me. Speaker volume is decent and even there is no crackling sound in high volumes. Looks of this phone is awesome - You can't get better than this. Pricing is very decent and the phone is very easy to use and have minimal options which do not confuse elder people even. Those who are looking for a phone in the range below 2000, go for it. It will not dissappoint you. read more ? 1 users found this review helpful helpful?","16 Feb 2016,"
Philips E160,5 stars,Awesome,Good quality phone 1 users found this review helpful helpful?,"10 Feb 2016,"
Philips E160,4 stars,Good,Looks good 1 users found this review helpful helpful?,"21 Aug 2015,"
Cheers Smart X,4 stars,Good Product for the Money,"First i want to Thanks Flipkart for the Fast shipping and good customer support. The Mobile is good in look,also slim and less weight.(Internal Memory is 1.22 GB) I used it for the past Three Days,Battery stands for whole day for normal use. Nice and Good Mobile at this Price. 2 users found this review helpful helpful?","20 May 2015,"
Cheers Smart X,5 stars,if u r happy with dual core ... this is a best budget phone,"3g connectivity 1.3 mp front camera vedio calling 4gb rom, internal memory 4 gb. 512 ram in 2399 rs. what else is needed then. 1 users found this review helpful helpful?","22 Jul 2015,"
Cheers Smart X,2 stars,the mobile not quality,charge is very low time decrease with phone is low time heating prodet 0 users found this review helpful helpful?,"13 Mar 2016,"
Cheers Smart X,5 stars,About these mobile,"These mobile work performance is very good.Battery back up very good according to his won specification,normal stand by 3 days.Camera quality good.But I request to cheers company please give a back cover with these mobile. 0 users found this review helpful helpful?","23 Nov 2015,"
Cheers Smart X,4 stars,Excellent product,It s amasing product and very good product because of vos style and about speed 0 users found this review helpful helpful?,"01 Nov 2015,"
Cheers Mi Smart,3 stars,Shankar,How much of ram capacity and internal memory for this mobile Anybody Bought this mobile means please type review 0 users found this review helpful helpful?,"25 Nov 2015,"
Cheers Mi Smart,5 stars,very good mobile phone cheers mi,very good working phone and give lowest cost of phone another company working Good 0 users found this review helpful helpful?,"18 Nov 2015,"
Cheers Mi Smart,5 stars,Good,Good as mentioned in specification and good for the price 0 users found this review helpful helpful?,"02 Oct 2015,"
Cheers Mi Smart,5 stars,Mi Smart,"very good phone in this price.this phone is not good,its better.and seller is very good............. 0 users found this review helpful helpful?","30 Sep 2015,"
Cheers Mi Smart,4 stars,Best product,I buy 2 and both are working very good. This is the best Android at this cost. I love this product. 0 users found this review helpful helpful?,"23 Sep 2015,"
GoHello Glam Victory,5 stars,thanks,it nice 0 users found this review helpful helpful?,"28 Oct 2015,"
GoHello Glam Victory,2 stars,OK for its price,Low RAM so no Apps work and Lacks external SD card and 0 users found this review helpful helpful?,"05 Aug 2015,"
GoHello Glam Victory,5 stars,looking asom,User friendly 0 users found this review helpful helpful?,"26 Apr 2015,"
GoHello Glam Victory,1 stars,bad,Touch not well 0 users found this review helpful helpful?,"10 Mar 2015,"
GoHello Glam Victory,2 stars,Needs That Special Something,The product is overall a good product..... the whats app does not work at all...... and the facebook app is only for chatting..... rest okay..... 0 users found this review helpful helpful?,"01 Mar 2015,"
GoHello Glam Shimmer,5 stars,Good product,I purchased this 2 weeks ago its running smooth without hanging . look is awsum.great product to be used. sound quality is also nyc. 0 users found this review helpful helpful?,"26 Sep 2015,"
GoHello Glam Shimmer,5 stars,Five Stars,k 0 users found this review helpful helpful?,"19 Sep 2015,"
GoHello Glam Shimmer,5 stars,atul,Awesome phone in this price range This is my first android device and I had a thrill in using this device. Good job in making this mas... 0 users found this review helpful helpful?,"11 Sep 2015,"
GoHello Glam Shimmer,5 stars,good,low price good mobile 0 users found this review helpful helpful?,"21 May 2015,"
GoHello Glam Shimmer,4 stars,goglam shimmer,"Touch is great, nice looks, very fast and good thing no hanging yet, headphone provided is great, very nice display. paisa vasool. 0 users found this review helpful helpful?","02 Apr 2015,"
Nikcron N209,4 stars,Good Quad Band Phone,"Supports quad-band. Good build quality. Sound quality is good for both incoming calls(ear-piece) and outgoing calls(microphone). Ringing volume is loud enough. 1000mah battery, which is good. Only one thing missing is 'Vibrations'. Overall, good phone for the price. 0 users found this review helpful helpful?","02 Sep 2015,"
Swipe Konnect ME,4 stars,Good Phone,"After long search I buy this phone under Rs. 4000. This is a good phone under my budget. Buying 13 various mobile phone from online form last 3 years, here I am giving this phone 7 out of 10. Good: 1. Back cover is mat-type, rubber finished which makes well grip. 2. Display brightness is very good. 3. Battery is very good in this price. 4. Front camera is very good 5. It did not blocked beautiful features of Kitkat OS. 7. No heating. 8. Light weight. Drawback: 1. Display pixel is not good. Out look is very bad. Casing looks like a toy. 2. Speaker is not good. Sound during call is low. Headphone is worst. 3. Back camera is not good. 4. Network signal receiving and GPS receiving is very bad. Expected more because this the basic thing of a mobile phone. It has problem in 3G connectivity. After using internet for few times, it stops receiving data. 5. Touch is not good Verdict: For frequent phone calling, internet surfing and game playing, this phone is the best one. I will give 4.5 out of 5. This is the first time I am giving a phone 4.5 points. If it has no network problem I will give it 5 out of 5. 2 users found this review helpful helpful?","22 Sep 2015,"
Swipe Konnect ME,4 stars,Slim and smiley good mobile,"I bought before 2 days this mobile, this good battery backup 2450mh , not bad camera & display quality but worth this price to perches this phone good i give 4 star 1 users found this review helpful helpful?","15 Oct 2015,"
